,gene,Level4,source,Phenotypes
25007,DCTN1,Hereditary neuropathy NOT PMP22 copy number,gene_panel_846,"Perry syndrome, 168605;{Amyotrophic lateral sclerosis, susceptibility to}, 105400;Neuropathy, distal hereditary motor, type VIIB 607641"
25008,DNAJB2,Hereditary neuropathy NOT PMP22 copy number,gene_panel_846,Hereditary Neuropathies
25009,DNM2,Hereditary neuropathy NOT PMP22 copy number,gene_panel_846,"Charcot Marie Tooth disease, dominant intermediate B, 606482;Lethal congenital contracture syndrome 5, 615368;Charcot Marie Tooth disease, axonal, type 2M, 606482;Myopathy, centronuclear, 160150;Charcot-Marie-Tooth, Intermediate"
25010,DNMT1,Hereditary neuropathy NOT PMP22 copy number,gene_panel_846,"Dementia, Deafness, and Sensory Neuropathy;Neuropathy, hereditary sensory, type IE, 614116"
25011,DST,Hereditary neuropathy NOT PMP22 copy number,gene_panel_846,"Hereditary Sensory and Autonomic Neuropathy, Type VI;?Neuropathy, hereditary sensory and autonomic, type VI"
25012,DYNC1H1,Hereditary neuropathy NOT PMP22 copy number,gene_panel_846,"Mental retardation, autosomal dominant 13, 614563;Spinal muscular atrophy, lower extremity predominant, AD, 158600;Charcot Marie Tooth disease, axonal, type 20, 614228"
25013,EGR2,Hereditary neuropathy NOT PMP22 copy number,gene_panel_846,"Charcot-Marie-Tooth, Type 1;Charcot Marie Tooth disease, type 1D, 607678"
25014,ELP1,Hereditary neuropathy NOT PMP22 copy number,gene_panel_846,"Dysautonomia, familial, OMIM:223900"
25015,FBLN5,Hereditary neuropathy NOT PMP22 copy number,gene_panel_846,NA
25016,FGD4,Hereditary neuropathy NOT PMP22 copy number,gene_panel_846,"Charcot Marie Tooth disease, type 4H, 609311;Charcot-Marie-Tooth, Type 4"
25017,FIG4,Hereditary neuropathy NOT PMP22 copy number,gene_panel_846,"Amyotrophic lateral sclerosis 11 OMIM:612577;amyotrophic lateral sclerosis type 11 MONDO:0012945;Charcot-Marie-Tooth disease, type 4J, OMIM:611228;Charcot-Marie-Tooth disease type 4J MONDO:0012640;Yunis Varon syndrome OMIM:216340;Yunis-Varon syndrome MONDO:0008995"
25018,GARS,Hereditary neuropathy NOT PMP22 copy number,gene_panel_846,"Neuropathy, distal hereditary motor, type V, 600794;Charcot Marie Tooth disease, type 2D, 601472"
25019,GDAP1,Hereditary neuropathy NOT PMP22 copy number,gene_panel_846,"Charcot-Marie-Tooth disease, axonal, type 2K, OMIM:607831;Charcot-Marie-Tooth disease, axonal, with vocal cord paresis, OMIM:607706;Charcot-Marie-Tooth disease, recessive intermediate, A, OMIM:608340;Charcot-Marie-Tooth disease, type 4A, OMIM:214400"
25020,GJB1,Hereditary neuropathy NOT PMP22 copy number,gene_panel_846,"Charcot-Marie-Tooth, X-linked;Charcot Marie Tooth neuropathy, X linked dominant, 1, 302800"
25021,GNB4,Hereditary neuropathy NOT PMP22 copy number,gene_panel_846,"Charcot Marie Tooth disease, dominant intermediate F, 615185"
25022,GSN,Hereditary neuropathy NOT PMP22 copy number,gene_panel_846,"Amyloidosis, Finnish type, OMIM:105120;cranial neuropathy;peripheral neuropathy;cutis laxa;cardiomyopathy, MONDO:0004994;arrhythmia"
25023,HARS,Hereditary neuropathy NOT PMP22 copy number,gene_panel_846,NA
25024,HEXA,Hereditary neuropathy NOT PMP22 copy number,gene_panel_846,"Tay-Sachs disease, OMIM:272800;Late-onset Tay-Sachs disease"
25025,HEXB,Hereditary neuropathy NOT PMP22 copy number,gene_panel_846,"Sandhoff disease, infantile, juvenile, and adult forms, OMIM:268800"
25026,HINT1,Hereditary neuropathy NOT PMP22 copy number,gene_panel_846,NA
25027,HK1,Hereditary neuropathy NOT PMP22 copy number,gene_panel_846,"Neuropathy, hereditary motor and sensory, Russe type, 605285;Hemolytic anemia due to hexokinase deficiency, 235700"
25028,HMBS,Hereditary neuropathy NOT PMP22 copy number,gene_panel_846,"AIP, Abdominal pain, psychosis, depression, seizures, axonal predominantly motor neuropathy;Porphyria, acute intermittent, 176000"
25029,HSPB1,Hereditary neuropathy NOT PMP22 copy number,gene_panel_846,"Charcot Marie Tooth disease, axonal, type 2F, 606595;Neuropathy, distal hereditary motor, type IIB, 608634"
25030,HSPB8,Hereditary neuropathy NOT PMP22 copy number,gene_panel_846,"Neuropathy, distal hereditary motor, type IIA, 158590;Charcot Marie Tooth disease, axonal, type 2L, 608673"
25031,IGHMBP2,Hereditary neuropathy NOT PMP22 copy number,gene_panel_846,"Charcot-Marie-Tooth disease, axonal, type 2S 616155;Neuronopathy, distal hereditary motor, type VI, 604320"
25032,INF2,Hereditary neuropathy NOT PMP22 copy number,gene_panel_846,"Charcot Marie Tooth disease, dominant intermediate E, 614455"
25033,KIF1A,Hereditary neuropathy NOT PMP22 copy number,gene_panel_846,"Neuropathy, hereditary sensory, type IIC, OMIM:614213;Spastic paraplegia 30, autosomal dominant, OMIM:610357;Spastic paraplegia 30, autosomal recessive, OMIM:610357;NESCAV syndrome, OMIM:614255"
25034,KIF5A,Hereditary neuropathy NOT PMP22 copy number,gene_panel_846,"Hereditary Neuropathies;Spastic paraplegia 10, autosomal dominant"
25035,LITAF,Hereditary neuropathy NOT PMP22 copy number,gene_panel_846,"Charcot Marie Tooth disease, type 1C, 601098"
25036,LMNA,Hereditary neuropathy NOT PMP22 copy number,gene_panel_846,"Emery Dreifuss muscular dystrophy 3, AR, 181350;Muscular dystrophy, congenital, 613205 Muscular dystrophy, limb girdle, type 1B, 159001;Restrictive dermopathy, lethal, 275210 Heart hand syndrome, Slovenian type, 610140 Malouf syndrome, 212112;Cardiomyopathy, dilated, 1A, 115200;Lipodystrophy, familial partial, 2, 151660;Emery Dreifuss muscular dystrophy 2, AD, 181350;Mandibuloacral dysplasia, 248370 Hutchinson Gilford progeria, 176670;Charcot Marie Tooth disease, type 2B1, 605588"
25037,LRSAM1,Hereditary neuropathy NOT PMP22 copy number,gene_panel_846,"Charcot Marie Toothe disease, axonal, type 2P, 614436"
25038,MCM3AP,Hereditary neuropathy NOT PMP22 copy number,gene_panel_846,"Peripheral neuropathy, autosomal recessive, with or without impaired intellectual development, 618124"
25039,MFN2,Hereditary neuropathy NOT PMP22 copy number,gene_panel_846,"Charcot Marie Tooth disease, type 2A2, 609260;Charcot-Marie-Tooth, Type 2 (Dominant);Hereditary motor and sensory neuropathy VI, 601152;MFN2 axonal neuropathy;Hereditary Motor and Sensory Neuropathy (Recessive)"
25040,MME,Hereditary neuropathy NOT PMP22 copy number,gene_panel_846,"Charcot-Marie-Tooth disease, axonal, type 2T, OMIM:617017"
25041,MORC2,Hereditary neuropathy NOT PMP22 copy number,gene_panel_846,"Charcot-Marie-Tooth disease, axonal, type 2Z"
25042,MPV17,Hereditary neuropathy NOT PMP22 copy number,gene_panel_846,Mitochondrial DNA depletion syndrome 6 (hepatocerebral type)
25043,MPZ,Hereditary neuropathy NOT PMP22 copy number,gene_panel_846,"Neuropathy, congenital hypomyelinating, 605253;Dejerine Sottas disease, 145900;Charcot Marie Tooth disease, dominant intermediate D, 607791;Roussy Levy syndrome, 180800;Charcot Marie Tooth disease, type 2J, 607736;Charcot Marie Tooth disease, type 1B, 118200;Charcot Marie Tooth disease, type 2I, 607677"
25044,MT-ATP6,Hereditary neuropathy NOT PMP22 copy number,gene_panel_846,NA
25045,MTMR2,Hereditary neuropathy NOT PMP22 copy number,gene_panel_846,"Charcot-Marie-Tooth disease, type 4B1, 601382"
25046,NDRG1,Hereditary neuropathy NOT PMP22 copy number,gene_panel_846,"Charcot Marie Tooth disease, type 4D, 601455"
25047,NEFH,Hereditary neuropathy NOT PMP22 copy number,gene_panel_846,"Charcot-Marie-Tooth disease, axonal, type 2CC, 616924"
25048,NEFL,Hereditary neuropathy NOT PMP22 copy number,gene_panel_846,"Charcot-Marie-Tooth disease, dominant intermediate G, 617882;Charcot Marie Tooth disease, type 1F, 607734;Charcot Marie Tooth disease, type 2E, 607684"
25049,NGF,Hereditary neuropathy NOT PMP22 copy number,gene_panel_846,"Neuropathy, hereditary sensory and autonomic, type V, 608654;Hereditary Sensory and Autonomic Neuropathy, Type V"
25050,NTRK1,Hereditary neuropathy NOT PMP22 copy number,gene_panel_846,"Hereditary Neuropathies;Insensitivity to pain, congenital, with anhidrosis"
25051,PIGB,Hereditary neuropathy NOT PMP22 copy number,gene_panel_846,"Developmental and epileptic encephalopathy 80, OMIM:618580"
25052,PLEKHG5,Hereditary neuropathy NOT PMP22 copy number,gene_panel_846,"Spinal muscular atrophy, distal, autosomal recessive, 4, 611067;Charcot Marie Tooth disease, recessive intermediate C, 615376"
25053,PMP2,Hereditary neuropathy NOT PMP22 copy number,gene_panel_846,"Charcot-Marie-Tooth disease, demyelinating, type 1G, 618279"
25054,PMP22,Hereditary neuropathy NOT PMP22 copy number,gene_panel_846,"Dejerine Sottas disease, 145900;Charcot Marie Tooth disease, type 1E, 118300 Roussy Levy syndrome, 180800;Neuropathy, recurrent, with pressure palsies, 162500;Charcot Marie Tooth disease, type 1A, 118220;Neuropathy, inflammatory demyelinating, 139393"
25055,PNKP,Hereditary neuropathy NOT PMP22 copy number,gene_panel_846,"Microcephaly, global developmental delay, progressive cerebellar ataxia and atrophy, sensory-motor axonal neuropathy;Microcephaly, seizures, and developmental delay, 613402;Ataxia-oculomotor apraxia 4, 616267"
25056,POLR3B,Hereditary neuropathy NOT PMP22 copy number,gene_panel_846,"POLR3B-related neurodevelopmental disorder;Ataxia, spasticity, and demyelinating neuropathy"
25057,PPOX,Hereditary neuropathy NOT PMP22 copy number,gene_panel_846,"Porphyria variegata, 176200;Skin photosensitivity. Acute episodes similar to AIP"
25058,PRDM12,Hereditary neuropathy NOT PMP22 copy number,gene_panel_846,"Neuropathy, hereditary sensory and autonomic, type VIII OMIM:616488;congenital insensitivity to pain-hypohidrosis syndrome MONDO:0014662"
25059,PRPS1,Hereditary neuropathy NOT PMP22 copy number,gene_panel_846,"Charcot Marie Tooth disease, X linked recessive, 5, 311070"
25060,PRX,Hereditary neuropathy NOT PMP22 copy number,gene_panel_846,"Dejerine Sottas disease, autosomal recessive, 145900;Charcot Marie Tooth disease, type 4F, 614895"
25061,RAB7A,Hereditary neuropathy NOT PMP22 copy number,gene_panel_846,"Charcot-Marie-Tooth disease, type 2B, 600882"
25062,REEP1,Hereditary neuropathy NOT PMP22 copy number,gene_panel_846,"Spastic paraplegia 31, autosomal dominant 610250;?Neuronopathy, distal hereditary motor, type VB, 614751;Cardiomyopathy"
25063,RETREG1,Hereditary neuropathy NOT PMP22 copy number,gene_panel_846,"Hereditary Sensory and Autonomic Neuropathy, Type II;Neuropathy, hereditary sensory and autonomic, type IIB, 613115"
25064,SBF1,Hereditary neuropathy NOT PMP22 copy number,gene_panel_846,"Charcot-Marie-Tooth disease, type 4B3, 615284"
25065,SBF2,Hereditary neuropathy NOT PMP22 copy number,gene_panel_846,"Charcot Marie Tooth disease, type 4B2, 604563"
25066,SCN10A,Hereditary neuropathy NOT PMP22 copy number,gene_panel_846,"Episodic pain syndrome, familial, 2, 615551"
25067,SCN11A,Hereditary neuropathy NOT PMP22 copy number,gene_panel_846,"CONGENITAL INABILITY TO EXPERIENCE PAIN;Neuropathy, hereditary sensory and autonomic, type VII, 615548;Episodic pain syndrome, familial, 3, 615552"
25068,SCN9A,Hereditary neuropathy NOT PMP22 copy number,gene_panel_846,Hereditary Neuropathies
25069,Sep-09,Hereditary neuropathy NOT PMP22 copy number,gene_panel_846,"Amyotrophy, hereditary neuralgic;Neuralgic amyotrophy"
25070,SETX,Hereditary neuropathy NOT PMP22 copy number,gene_panel_846,NA
25071,SH3TC2,Hereditary neuropathy NOT PMP22 copy number,gene_panel_846,"Charcot Marie Tooth disease, type 4C, 601596;Mononeuropathy of the median nerve, mild, 613353"
25072,SIGMAR1,Hereditary neuropathy NOT PMP22 copy number,gene_panel_846,NA
25073,SLC52A2,Hereditary neuropathy NOT PMP22 copy number,gene_panel_846,NA
25074,SLC52A3,Hereditary neuropathy NOT PMP22 copy number,gene_panel_846,Fazio-Londe disease;dHMN;Brown-Vialetto-Van Laere syndrome 1
25075,SLC5A7,Hereditary neuropathy NOT PMP22 copy number,gene_panel_846,"Neuronopathy, distal hereditary motor, type VIIA"
25076,SMN1,Hereditary neuropathy NOT PMP22 copy number,gene_panel_846,Spinal muscular atrophy
25077,SORD,Hereditary neuropathy NOT PMP22 copy number,gene_panel_846,Sorbitol dehydrogenase deficiency with peripheral neuropathy OMIM:618912;sorbitol dehydrogenase deficiency with peripheral neuropathy MONDO:0030055
25078,SPG11,Hereditary neuropathy NOT PMP22 copy number,gene_panel_846,Hereditary Neuropathies;axonal Charcot-Marie-Tooth disease type 2X
25079,SPTLC1,Hereditary neuropathy NOT PMP22 copy number,gene_panel_846,"Hereditary Sensory and Autonomic Neuropathy, Type II;Neuropathy, hereditary sensory and autonomic, type IA, 162400"
25080,SPTLC2,Hereditary neuropathy NOT PMP22 copy number,gene_panel_846,"Hereditary Sensory and Autonomic Neuropathy, Type IC;Neuropathy, hereditary sensory and autonomic, type IC, 613640"
25081,TFG,Hereditary neuropathy NOT PMP22 copy number,gene_panel_846,"Hereditary motor and sensory neuropathy, Okinawa type, OMIM:604484;Spastic paraplegia 57, autosomal recessive, OMIM:615658"
25082,TRIM2,Hereditary neuropathy NOT PMP22 copy number,gene_panel_846,"Charcot-Marie-Tooth disease, type 2R, 615490"
25083,TRPV4,Hereditary neuropathy NOT PMP22 copy number,gene_panel_846,"Hereditary motor and sensory neuropathy, type IIc, 606071"
25084,TTR,Hereditary neuropathy NOT PMP22 copy number,gene_panel_846,"Amyloidosis, hereditary, transthyretin-related, 105210;FAP;Cardiomyopathy"
25085,VRK1,Hereditary neuropathy NOT PMP22 copy number,gene_panel_846,Distal hereditary motor neuropathy
25086,VWA1,Hereditary neuropathy NOT PMP22 copy number,gene_panel_846,"Neuropathy, hereditary motor, with myopathic features OMIM:619216;neuropathy, hereditary motor, with myopathic features MONDO:0030977"
25087,WARS,Hereditary neuropathy NOT PMP22 copy number,gene_panel_846,"Neuronopathy, distal hereditary motor, type IX, 617721"
25088,WNK1,Hereditary neuropathy NOT PMP22 copy number,gene_panel_846,"Neuropathy, hereditary sensory and autonomic, type II, OMIM:201300"
25089,YARS,Hereditary neuropathy NOT PMP22 copy number,gene_panel_846,"Charcot Marie Tooth disease, dominant intermediate C, 608323"
25252,AARS,Hereditary neuropathy,gene_panel_85,"Charcot-Marie-Tooth disease, axonal, type 2N, OMIM:613287;Charcot-Marie-Tooth disease axonal type 2N, MONDO:0013212"
25253,ABCA1,Hereditary neuropathy,gene_panel_85,"Tangier disease, 205400;Multifocal relapsing mononeuropathies. Orange tonsils, organomegaly;pain, paresthesias, anaesthesia"
25254,ABHD12,Hereditary neuropathy,gene_panel_85,"Neurodegeneration, childhood-onset, with cerebellar atrophy,612674;Onset 2nd decade, neuropathy with SNCV, sensory neuronal hearing loss, retinitis pigmentosa, spastic paraplegia, ataxia"
25255,AGTPBP1,Hereditary neuropathy,gene_panel_85,"Neurodegeneration, childhood-onset, with cerebellar atrophy, 618276;Early onset cerebellar atrophy, developmental delay, and feeding and respiratory difficulties, severe motor neuronopathy"
25256,AIFM1,Hereditary neuropathy,gene_panel_85,"Cowchock syndrome, OMIM:310490;Combined oxidative phosphorylation deficiency 6, OMIM:300816"
25257,APTX,Hereditary neuropathy,gene_panel_85,"Hereditary Neuropathies;Ataxia, early-onset, with oculomotor apraxia and hypoalbuminemia;ATAXIA WITH OCULOMOTOR APRAXIA 1"
25258,ARSA,Hereditary neuropathy,gene_panel_85,"Metachromatic leukodystrophy, 250100;Severe late infantile form with mental retardation and severe course. Regression before 30 months;adult onset, psychiatric symptoms, leukodystrophy on MRI, progressive neuropathy with SNCV, optic atrophy"
25259,ATL1,Hereditary neuropathy,gene_panel_85,"Neuropathy, hereditary sensory, type ID, 613708"
25260,ATM,Hereditary neuropathy,gene_panel_85,"Ataxia-telangiectasia, OMIM:208900;Hereditary Neuropathies"
25261,ATP1A1,Hereditary neuropathy,gene_panel_85,"Charcot-Marie-Tooth disease, axonal, type 2DD, 618036"
25262,ATP7A,Hereditary neuropathy,gene_panel_85,Hereditary Neuropathies
25263,B4GALNT1,Hereditary neuropathy,gene_panel_85,"Spastic paraplegia 26, autosomal recessive, 609195;SPG26;Spastic paraplegia, intellectual disability, ataxia, dystonia, axonal sensory-motor neuropathy"
25264,BAG3,Hereditary neuropathy,gene_panel_85,"Myopathy, myofibrillar, 6 612954;Cardiomyopathy, dilated, 1HH, 613881"
25265,BCKDHB,Hereditary neuropathy,gene_panel_85,"Maple syrup urine disease, type Ib, 248600;Maple Syrup Urine Disease;Metabolic encephalopathy, elevated branched chain amino acids in urine, acute axonal neuropath"
25266,BICD2,Hereditary neuropathy,gene_panel_85,"Spinal muscular atrophy, lower extremity-predominant, 2, AD, 615290"
25267,BSCL2,Hereditary neuropathy,gene_panel_85,"Neuropathy, distal hereditary motor, type VC, OMIM:619112"
25268,C12orf65,Hereditary neuropathy,gene_panel_85,"Combined oxidative phosphorylation deficiency 7, OMIM:613559;Spastic paraplegia 55, autosomal recessive, OMIM:615035"
25269,C1orf194,Hereditary neuropathy,gene_panel_85,"Charcot-Marie-Tooth disease, intermediate or demyelinating"
25270,CD59,Hereditary neuropathy,gene_panel_85,"Hemolytic anemia, CD59-mediated, with or without immune-mediated polyneuropathy, 612300;Onset 1st and 2nd decade. Haemolytic anaemia, strokes and relapsing immune-mediated demyelinating neuropathy"
